PARENTNO,PARENT_VER,PROD_STATUS,PROD_CDATE,PROD_MODDATE,GISONG,BRAND,EL_ASPD,EL_ACAPA,ASPSCD,PARTNO,PARTNAME,PART_VERSION,SPEC,GLCODE,PART_QTY,CMT,UCHECK
V960220,37,RLS,2026-01-14,2026-01-14,,,,,,10101287G0200,MAIN SHEAVE,1,GX100,10101287G02,1,,1
V960220,37,RLS,2026-01-14,2026-01-14,,,,,,10101310G030A,TM,3,"GX130B,2:1,DOUBLE",10101310G03,1,KC 사후관리용 TM_25.03.28,1
V960220,37,RLS,2026-01-14,2026-01-14,,,,,,10101427G0200,TM,6,"GY35D, SANIL ENCODER적용,승안법개정적용",10101427G02,1,KC인증심사용,1
V960220,37,RLS,2026-01-14,2026-01-14,,,,,,10101490G0400,STATOR ASSY,6,GH25D,10101490G04,1,,1
V960220,37,RLS,2026-01-14,2026-01-14,,,,,,10101490G0500,STATOR ASSY,5,GH25A,10101490G05,1,,1
V960220,37,RLS,2026-01-14,2026-01-14,,,,,,10101490G0600,STATOR ASSY,4,GH25B,10101490G06,1,,1
V960220,37,RLS,2026-01-14,2026-01-14,,,,,,10101500G0200,ROTOR ASSY,4,GSM25 A/B ROTOR ASSY,10101500G02,1,,1
V960220,37,RLS,2026-01-14,2026-01-14,,,,,,10101571G0200,TM,7,"GH15B, 3BELT, CAPA=630, 90/105mpm, DOMESTIC",10101571G02,1,KC인증 사후관리 관련 TM SAMPLE 제작(GH15)_2023.08.03,1
V960220,37,RLS,2026-01-14,2026-01-14,,,,,,10110280G0700,TM,7,"GY17VB, LEAD WIRE-LEFT",10110280G07,1,KC인증심사용,1
V960220,37,RLS,2026-01-14,2026-01-14,,,,,,10110283G0700,TM,6,"GY17B, LEAD WIRE-LEFT",10110283G07,1,KC인증 사후관리 관련 TM SAMPLE 제작(GY17)_2023.08.03,1
V960220,37,RLS,2026-01-14,2026-01-14,,,,,,10110284G1100,TM,7,"GY20B, HARDENING SHEAVE",10110284G11,1,KC인증 사후관리 관련 TM SAMPLE 제작(GY20)_2023.08.03,1
V960220,37,RLS,2026-01-14,2026-01-14,,,,,,10110285G1000,TM,6,"GY25B; HARDENED,SANIL ENCODER적용,승안법 개정적용, LEAD WIRE-LEFT,SKF베어링적용",10110285G10,1,KC인증 사후관리_2024.08.09,1
V960220,37,RLS,2026-01-14,2026-01-14,,,,,,10110297G1600,TM,6,"GT71B1, 60<SPD<=105, D10x6R",10110297G16,1,KC인증심사용,1
V960220,37,RLS,2026-01-14,2026-01-14,,,,,,10110299G110A,TM,2,"GT101A1,WBLX,2:1,DOUBLE",10110299G11,1,KC인증심사용,1
V960220,37,RLS,2026-01-14,2026-01-14,,,,,,10110299G140A,TM,2,"GT101B1,WBHS,2:1,DOUBLE",10110299G14,1,KC인증 사후관리_2024.08.09,1
V960220,37,RLS,2026-01-14,2026-01-14,,,,,,10110300G0800,TM,11,"GT70C1, SIN-COS ENCODER, D10x5R, DB350",10110300G08,1,KC인증심사용,1
V960220,37,RLS,2026-01-14,2026-01-14,,,,,,10110301G0600,TM,8,"GT100B, WBLX, 22.1kW, 90-120m/min",10110301G06,1,KC인증심사용,1
V960220,37,RLS,2026-01-14,2026-01-14,,,,,,10110361G0500,TM,11,"GT25Br1-8, WBLX 적용,GROOVE PITCH:14mm",10110361G05,1,KC인증심사용,1
V960220,37,RLS,2026-01-14,2026-01-14,,,,,,10110362G030A,TM,2,"GX70C,2:1,SINGLE",10110362G03,1,KC인증심사용,1
V960220,37,RLS,2026-01-14,2026-01-14,,,,,,10110445G0200,TM,10,"GX100B, CAPA.<=1150, SPD=180, MAX. D10x7R, 2:1 ROPING",10110445G02,1,KC인증심사용,1
V960220,37,RLS,2026-01-14,2026-01-14,,,,,,10110539G0300,TM,9,"GY55C,2:1,SINGLE,LH(T-BOX)",10110539G03,1,KC인증심사용,1
V960220,37,RLS,2026-01-14,2026-01-14,,,,,,10110560G0100,TM,9,"GY40C,INTORQ BRAKE적용,LEAD WIRE-LEFT,승안법개정적용",10110560G01,1,KC 사후관리용 TM_25.03.28,1
V960220,37,RLS,2026-01-14,2026-01-14,,,,,,10110566G040A,TM,4,"GT160S2B,2:1,DOUBLE",10110566G04,1,KC인증 사후관리_2024.08.09,1
V960220,37,RLS,2026-01-14,2026-01-14,,,,,,10110606G0100,STATOR ASSY,3,GH18,10110606G01,1,,1
V960220,37,RLS,2026-01-14,2026-01-14,,,,,,10110612G0100,ROTOR ASSY,1,GH18,10110612G01,1,,1
V960220,37,RLS,2026-01-14,2026-01-14,,,,,,10110658G0100,STATOR ASSY,3,GH13,10110658G01,1,,1
V960220,37,RLS,2026-01-14,2026-01-14,,,,,,101D0472G0100,BRAKE ARM PIN,1,.,101D0472G01,1,,1
V960220,37,RLS,2026-01-14,2026-01-14,,,,,,103B0208G0100,MC BED,0,"GT160S, 가공파트 외주",103B0208G01,1,KC인증 사후관리_2024.09.12,1
V960220,37,RLS,2026-01-14,2026-01-14,,,,,,12600054G0100,GUIDE SHOE,0,"RGS260,CAR=18K,24K,30K",12600054G01,8,"24.07.15
아산타워 낙하승강로 RGS 교체용 8EA (누적 8EA)
업체 : 일성정공
입고지 : 아산타워 낙하승강로앞
입고일 : 24.07.29",1
V960220,37,RLS,2026-01-14,2026-01-14,,,,,,16100466G050A,HATCH DOOR OPER,0,"HL1,1SCOF(방화도어), INTERLOCK (사급)",16100466G05,1,"02.20 1EA
말레이시아 공장심사용 자재
정일산업 발주 바랍니다.
SPEC: 1SCO, JJ=1100, HH=2200 HL1F
전선류 조립 제외 할 것.
입고처: 현대엘리베이터 충주본사 제2공장
담당자 : 이재홍 매니저(010-4053-7432)",1
V960220,37,RLS,2026-01-14,2026-01-14,,,,,,16100466G280A,HATCH DOOR OPER,0,"HL1,1SCOF(방화도어),EN81, INTERLOCK (사급)",16100466G28,6,"25.12.02 6SET
- JJ=700, HH=2000  : 1SET
- JJ=1500, HH=2400  : 1SET
- 충주입고, 입고연락처 : 유봉진 010-9005-0905
출입문조립체 정기심사용 자재

HS450L-HL1-4SB-STS-1.5-C-FIRE
HS450L-HL1-4SB-SP-1.2-R1-FIRE
HS450L-HL1-4SB-STS-1.2-R1-FIRE
---------------------------------------------",1
V960220,37,RLS,2026-01-14,2026-01-14,,,,,,16100471G310A,HATCH DOOR OPER,0,"HL1,1SCO,EN81, INTERLOCK (사급)",16100471G31,5,"26.01.14 3SET 추가
- JJ=700, HH=2000
- 충주입고, 입고연락처 : 유봉진 010-9005-0905
마운트지앤디 발주 바랍니다.
출입문조립체 정기심사 진행 자재 
-----------------------------------------------------
25.12.02 2SET
- JJ=700, HH=2000
- 충주입고, 입고연락처 : 유봉진 010-9005-0905
마운트지앤디 발주 바랍니다.
출입문조립체 정기심사 진행 자재 
HS450L-HL1-4SB-STS-1.2-R1
HS450L-HL1-4SB-SP-1.2-R1",1
V960220,37,RLS,2026-01-14,2026-01-14,,,,,,16100471G490A,HATCH DOOR OPER,0,"HL1,1SCO,EN81, INTERLOCK (사급)",16100471G49,5,"26.01.14 3SET 추가
- JJ=1500, HH=2400
- 충주입고, 입고연락처 : 유봉진 010-9005-0905
마운트지앤디 발주 바랍니다.
출입문조립체 정기심사 진행 자재 
-----------------------------------------------------
25.12.02 2SET
- JJ=1500, HH=2400
- 충주입고, 입고연락처 : 유봉진 010-9005-0905
마운트지앤디 발주 바랍니다.
출입문조립체 정기심사 진행 자재 
HS450L-HL1-4SB-STS-1.2-R1
HS450L-HL1-4SB-SP-1.2-R1",1
V960220,37,RLS,2026-01-14,2026-01-14,,,,,,16100478G9000,HATCH DOOR OPER,0,"1SCO,M3,BS CODE",16100478G90,3,"25.05.21_선박용 방화 인증심사용
-선박용 방화오퍼
JJ: 1200
HH : 2100
수량: 1EA
행거케이스 : JJ:1000으로 제작 
	외곽치수 : 2085mm
행거케이스 제외 : JJ:1200으로 제작
	행거케이스만 JJ 1000으로 제작, 다른부품은 JJ1200으로 제작부탁드립니다.
입고지: 경기도 이천시 장호원읍 경충대로 494번길 6
담당자: 유봉진M (010-9005-0905)
------------------------
25.03.14_선박용 방화 인증심사용
-선박용 방화오퍼
JJ: 1200
HH : 2100

수량: 1EA
입고지: 현대엘리베이터 충주본사 2공장
담당자: 신정환M (010-2002-2568)
",1
V960220,37,RLS,2026-01-14,2026-01-14,,,,,,16100480G0300,HATCH DOOR OPER,0,"1SCO,M3,BS CODE,FIRE,EI,COVER",16100480G03,1,"02.20 1EA
말레이시아 공장심사용 자재
금강테크 발주 바랍니다.
SPEC: 1SCO, JJ=1100, HH=2200 M3
전선류 조립 제외 할 것.
※주의 : COVER(16100031)도면 조립할 것.
 - 도면번호 : 16100031G01L03
※주의 : HH 2200
입고처: 현대엘리베이터 충주본사 제2공장
담당자 : 이재홍 매니저(010-4053-7432)
",1
V960220,37,RLS,2026-01-14,2026-01-14,,,,,,161100583,COVER,1,JJ=SPECIFY,16100031G01L90,1,"02.20 1EA
말레이시아 공장심사용 자재
정일산업 발주 바랍니다.
SPEC: 1SCO, JJ=1100, HH=2200 HL1F
입고처: 현대엘리베이터 충주본사 제2공장
담당자 : 이재홍 매니저(010-4053-7432)",1
V960220,37,RLS,2026-01-14,2026-01-14,,,,,,18110351G0500,SUBWEIGHT,0,"SS400,39KG",18110351G05,4,"25.03.05_ KC인증심사용
GX70 정기심사 SUBWEIGHT  추가발주
-화성동탄 35BL",1
V960220,37,RLS,2026-01-14,2026-01-14,,,,,,18110414G1700,SUBWEIGHT,0,"SS400,30kg",18110414G17,2,"- 부품인증 시험용 자재(BG=1200, 30kg)
- 대주이엔티로 발주할 것
- 충주본사 F02 김영범 매니저(010-4696-1593) 앞으로 입고할 것

",1
V960220,37,RLS,2026-01-14,2026-01-14,,,,,,18510009G0100,MAIN BELT,1,MEGADYNE MEGALINEAR 30 P3.3,18510009G01,16,"충주본사 품질기술팀 방현석 매니저(010-4944-6706)에게
입고 바랍니다.",1
V960220,37,RLS,2026-01-14,2026-01-14,,,,,,18510010G0100,BELT WORKING COST,1,CUTTING & PACKING,18510010G01,16,,1
V960220,37,RLS,2026-01-14,2026-01-14,,,,,,18510012G150B,MAIN ROPE,0,"DRAKO(FROM CHINA), 250T(1770), 6-8xW(19)-IWRC",18510012G15,10,"KC 인증시험용 자재
(DRAKO CHINA IWRC 6Ø 10m)

* 로트 번호 따로 표기하여 포장할 것.
* 충주 본사로 입고할 것.

- 자재담당자: 김영범 매니저(010-4696-1593)
",1
V960220,37,RLS,2026-01-14,2026-01-14,,,,,,18510016G0100,CABLE WORKING COST,0,CUTTING & PACKING (FOR DRAKO WIRE ROPE),18510016G01,10,"DRAKO 로프 커팅비 반영
구자재번호(185100021) 대체 자재번호 반영
자재 담당자: 김영범(010-4696-1593)",1
V960220,37,RLS,2026-01-14,2026-01-14,,,,,,18600079G0100,BELT SHACKLE,1,"MRL, MEGALINEAR 30 P3.3",18600079G01,6,"충주본사 품질기술팀 방현석 매니저(010-4944-6706)에게
입고 바랍니다.",1
V960220,37,RLS,2026-01-14,2026-01-14,,,,,,20300621G0200,HHT,0,FOR WBSSH (SHIP),20300621G02,2,"인증심사용 자재 구매.
2SET 인증팀 이재훈 앞으로 배송할 것",1
V960220,37,RLS,2026-01-14,2026-01-14,,,,,,20411540G0100,BRAKE TEST KIT,0,BRAKE TEST KIT,20411540,2,"제작전 필히 인증팀 이재훈 매니저 연락하여 
제품 위치등 전달 받고 제작할 것.
",1
V960220,37,RLS,2026-01-14,2026-01-14,,,,,,20411542G0100,CP CABLE ASSY,0,MOLEX 2PIN MALE TO FEMALE,20411542G01,5,"KC 인증심사용 자재

본사 인증팀으로 입고 요청
",1
V960220,37,RLS,2026-01-14,2026-01-14,,,,,,20411542G0200,CP CABLE ASSY,0,MOLEX 4PIN MALE TO FEMALE,20411542G02,5,"KC 인증심사용 자재

본사 인증팀으로 입고 요청
",1
V960220,37,RLS,2026-01-14,2026-01-14,,,,,,20411542G0300,CP CABLE ASSY,0,MOLEX 6PIN MALE TO FEMALE,20411542G03,5,"KC 인증심사용 자재

본사 인증팀으로 입고 요청
",1
V960220,37,RLS,2026-01-14,2026-01-14,,,,,,20411542G0400,CP CABLE ASSY,0,MOLEX 8PIN MALE TO FEMALE,20411542G04,5,"KC 인증심사용 자재

본사 인증팀으로 입고 요청
",1
V960220,37,RLS,2026-01-14,2026-01-14,,,,,,20411542G0500,CP CABLE ASSY,0,MOLEX 10PIN MALE TO FEMALE,20411542G05,5,"KC 인증심사용 자재

본사 인증팀으로 입고 요청
",1
V960220,37,RLS,2026-01-14,2026-01-14,,,,,,20411542G0600,CP CABLE ASSY,0,MOLEX 12PIN MALE TO FEMALE,20411542G06,5,"KC 인증심사용 자재

본사 인증팀으로 입고 요청",1
V960220,37,RLS,2026-01-14,2026-01-14,,,,,,20411542G0700,CP CABLE ASSY,0,MOLEX 14PIN MALE TO FEMALE,20411542G07,5,"KC 인증심사용 자재

본사 인증팀으로 입고 요청
",1
V960220,37,RLS,2026-01-14,2026-01-14,,,,,,20411542G0800,CP CABLE ASSY,0,MOLEX 16PIN MALE TO FEMALE,20411542G08,5,"KC 인증심사용 자재

본사 인증팀으로 입고 요청
",1
V960220,37,RLS,2026-01-14,2026-01-14,,,,,,20411542G0900,CP CABLE ASSY,0,MOLEX 18PIN MALE TO FEMALE,20411542G09,5,"KC 인증심사용 자재

본사 인증팀으로 입고 요청",1
V960220,37,RLS,2026-01-14,2026-01-14,,,,,,20411542G1000,CP CABLE ASSY,0,MOLEX 20PIN MALE TO FEMALE,20411542G10,5,"KC 인증심사용 자재

본사 인증팀으로 입고 요청
",1
V960220,37,RLS,2026-01-14,2026-01-14,,,,,,20411542G1100,CP CABLE ASSY,0,MOLEX 24PIN MALE TO FEMALE,20411542G11,5,"KC 인증심사용 자재

본사 인증팀으로 입고 요청
",1
V960220,37,RLS,2026-01-14,2026-01-14,,,,,,36111435G91CB,JAMB,0,"EGI(t1.2),JP050,1SCO,HL1",36111435G91,2,"25.12.02 2SET
출입문조립체 정기심사용 자재
EGI t1.2로 제작

대상모델 : HS450L-HL1-4SB-SP-1.2-R1
JJ:700, HH:2000 -1SET
JJ:1500, HH:2400 -1SET
현대그린테크 발주요청
입고지: 현대엘리베이터 충주 2공장
담당자: 유봉진M(010-9005-0905)",1
V960220,37,RLS,2026-01-14,2026-01-14,,,,,,36111435G91SB,JAMB,0,"SUSHL_439_(t1.2),JP050,1SCO,HL1",36111435G91,2,"25.12.02 2SET 추가
출입문 조립체 정기심사 자재
- 충주입고, 입고연락처 : 유봉진 010-9005-0905
재질: SUSHL439 t1.2
JJ=700, HH=2000, : 1SET
JJ=1500, HH=2400, : 1SET
업체: 현대그린테크
----대상목록 (SIZE)
HS450L-HL1-4SB-STS-1.2-R1
----------------------------------------------",1
V960220,37,RLS,2026-01-14,2026-01-14,,,,,,36111438G91CB,JAMB,0,"EGI,HL1F,1SCO,JP050",36111438G91,2,"25.12.02 2SET
- JJ=700, HH=2000  : 1SET
- JJ=1500, HH=2400  : 1SET
- 재질: EGI t1.2
- 담당자 : 유봉진 010-9005-0905
내작자재
출입문조립체 충격TEST 진행 자재 
HS450L-HL1-4SB-SP-1.2-R1-FIRE",1
V960220,37,RLS,2026-01-14,2026-01-14,,,,,,36111438G91SB,JAMB,0,"SUSHL_439(t1.2),JP050,1SCO,HL1F",36111438G91,3,"25.12.15 1SET
추가발주
25.12.02 2SET
- JJ=700, HH=2000  : 1SET
- JJ=1500, HH=2400  : 1SET
- 재질: SUS439 t1.2
- 담당자 : 유봉진 010-9005-0905
출입문조립체 충격TEST 진행 자재 
HS450L-HL1-4SB-STS-1.2-R1-FIRE
입력 닫기",1
V960220,37,RLS,2026-01-14,2026-01-14,,,,,,36111628G91CA,JAMB,0,"JP050,1SCO,HL1F,SPCC",36111628G91,1,"02.20 1EA
말레이시아 공장심사용 자재
현대그린테크 발주 바랍니다.
SPEC: SPCC t1.6, JP50, JJ=1100, HH=2200, M3
부품 SPEC란 오기입 되어있으니 제작시 주의할 것.
입고처: 현대엘리베이터 충주본사 제2공장
담당자 : 이재홍 매니저(010-4053-7432)",1
V960220,37,RLS,2026-01-14,2026-01-14,,,,,,36111642G91SA,JAMB,0,"SUSHL_304(t1.5),JP050,1SCO,HL1F",36111642G91,9,"26.01.14 - 6EA추가
출입문조립체 정기심사용 자재
현대그린테크 발주 바랍니다.
SPEC: SUSHL t1.5, JP50
JJ=700, HH=2000 - 3EA
JJ=1500, HH=2400 - 3EA
입고처: 현대엘리베이터 충주본사 제2공장
담당자 : 유봉진 매니저(010-9005-0905)
---------------------------------------------------------
25.12.02 2EA
출입문조립체 정기심사용 자재
현대그린테크 발주 바랍니다.
SPEC: SUSHL t1.5, JP50
JJ=700, HH=2000
JJ=1500, HH=2400
입고처: 현대엘리베이터 충주본사 제2공장
담당자 : 이재홍 매니저(010-4053-7432)
---------------------------------------------------------
02.20 1EA
말레이시아 공장심사용 자재
현대그린테크 발주 바랍니다.
SPEC: SUSHL t1.5, JP50, JJ=1100, HH=2200, HL1F
SIDE FRAME 보강 4개 주의할것
입고처: 현대엘리베이터 충주본사 제2공장
담당자 : 이재홍 매니저(010-4053-7432)",1
V960220,37,RLS,2026-01-14,2026-01-14,,,,,,37110055G260A,HATCH SILL,0,"HL1,1SCO,TOE GUARD PLATE",37110055G26,2,"02.20 2EA
말레이시아 공장심사용 자재
마운트지앤디 발주 바랍니다.
JJ=1100
입고처: 현대엘리베이터 충주본사 제2공장
담당자 : 이재홍 매니저(010-4053-7432)
",1
V960220,37,RLS,2026-01-14,2026-01-14,,,,,,37110055G3500,HATCH SILL,0,"1SCO,HL1",37110055G35,8,"26.01.14 3SET 추가
- JJ=700, HH=2000
- 충주입고, 입고연락처 : 유봉진 010-9005-0905
마운트지앤디 발주 바랍니다.
출입문조립체 정기심사 진행 자재 
-----------------------------------------------------
2025.12.02 5SET 
출입문조립체 정기심사 자재
JJ=700, HH=2000
마운트지앤디 발주 바랍니다.
입고: 현대엘리베이터 2공장
담당자 : 유봉진 010-9005-0905
----------------------------------",1
V960220,37,RLS,2026-01-14,2026-01-14,,,,,,37110055G5100,HATCH SILL,0,"1SCO,HL1",37110055G51,8,"26.01.14 3SET 추가
- JJ=1500, HH=2400
- 충주입고, 입고연락처 : 유봉진 010-9005-0905
마운트지앤디 발주 바랍니다.
출입문조립체 정기심사 진행 자재 
-----------------------------------------------------
2025.12.02 5SET 
출입문조립체 정기심사 자재
JJ=1500, HH=2400
마운트지앤디 발주 바랍니다.
입고: 현대엘리베이터 2공장
담당자 : 유봉진 010-9005-0905
----------------------------------",1
V960220,37,RLS,2026-01-14,2026-01-14,,,,,,37510334G91CB,HATCH DOOR ASSY,6,"EGI(t1.2),1SCO,HL1,4S/B_(BENT)",37510334G91,2,"25.12.02 - 2SET추가
출입문조립체 정기심사 자재
담당자 : 유봉진 010-9005-0905
입고위치 : 현대엘리베이터 충주 본사 F02

대상 모델 : HS450L-HL1-4SB-SP-1.2-R1
JJ=700, HH=2000, 재질 EGI t1.2 : 1SET
JJ=1500, HH=2400 재질 EGI t1.2 : 1SET",1
V960220,37,RLS,2026-01-14,2026-01-14,,,,,,37510334G91SB,HATCH DOOR ASSY,18,"SUSHL (SUS439), 1SCO,HL1,4S/B_(BENT)",37510334G91,2,"25.12.02 - 2SET
출입문 조립체 정규심사 자재
재질: SUS439 t1.2
대상 SIZE ----------
HS450L-HL1-4SB-STS-1.2-R1

JJ=700, HH=2000
JJ=1500, HH=2400

입고: 현대엘리베이터 2공장
담당자 : 유봉진 010-9005-0905
----------------------------------------------------",1
V960220,37,RLS,2026-01-14,2026-01-14,,,,,,37510345G91CB,HATCH DOOR ASSY,4,"EGI(t1.2),1SCO,HL1F,4S/B",37510345G91,2,"25.12.02 2SET
- JJ=700, HH=2000  : 1SET
- JJ=1500, HH=2400  : 1SET
- 재질: EGI t1.2
- 담당자 : 유봉진 010-9005-0905
내작자재
출입문조립체 충격TEST 진행 자재 
HS450L-HL1-4SB-SP-1.2-R1-FIRE",1
V960220,37,RLS,2026-01-14,2026-01-14,,,,,,37510345G91SB,HATCH DOOR ASSY,21,"SUSHL_439(t1.2),1SCO,HL1F,4S/B",37510345G91,2,"25.12.02 2SET
- JJ=700, HH=2000  : 1SET
- JJ=1500, HH=2400  : 1SET
- 재질: SUS439 t1.2
- 담당자 : 유봉진 010-9005-0905
내작자재
출입문조립체 충격TEST 진행 자재 
HS450L-HL1-4SB-STS-1.2-R1-FIRE",1
V960220,37,RLS,2026-01-14,2026-01-14,,,,,,37510381G91CB,HATCH DOOR ASSY,0,"EGI(t1.2),1SCO,HL1,2S/B",37510381G91,2,"26.01.14 2SET 
- JJ=700, HH=2000 -1SET
- JJ=1500, HH=2400 -1SET
재질: SPCC or EGI     t1.2
- 충주입고, 입고연락처 : 유봉진 010-9005-0905
현대그린테크 발주 바랍니다.
출입문조립체 정기심사 진행 자재 
-----------------------------------------------------",1
V960220,37,RLS,2026-01-14,2026-01-14,,,,,,37510381G91SB,HATCH DOOR ASSY,1,"SUSHL_439_(t1.2),1SCO,HL1_(HS450L-ULS),2S/B_(쫄대)",37510381G91,2,"26.01.14 2SET 
- JJ=700, HH=2000 -1SET
- JJ=1500, HH=2400 -1SET
재질: STS t1.2
- 충주입고, 입고연락처 : 유봉진 010-9005-0905
현대그린테크 발주 바랍니다.
출입문조립체 정기심사 진행 자재 
-----------------------------------------------------",1
V960220,37,RLS,2026-01-14,2026-01-14,,,,,,37510386G91CB,HATCH DOOR ASSY,4,"EGI(t1.2),1SCO,HL1,GLASS STEEL,STANDARD",37510386G91,2,"26.01.14 2SET 
- JJ=700, HH=2000 -1SET
- JJ=1500, HH=2400 -1SET
재질: 글라스스틸
- 충주입고, 입고연락처 : 유봉진 010-9005-0905
다지트 발주 바랍니다.
출입문조립체 정기심사 진행 자재 
-----------------------------------------------------",1
V960220,37,RLS,2026-01-14,2026-01-14,,,,,,37510452G92SA,HATCH DOOR ASSY,0,"SUSHL_304(t1.5),1SCO,HL1F,2S/B,E120",37510452G92,1,"02.20 1EA
말레이시아 공장심사용 자재
현대그린테크 발주 바랍니다.
SPEC: SUSHL t1.5 JJ=1100, HH=2200 HL1F
입고처: 현대엘리베이터 충주본사 제2공장
담당자 : 이재홍 매니저(010-4053-7432)
",1
V960220,37,RLS,2026-01-14,2026-01-14,,,,,,37510479G94GF,BACK PAINTED GLASS,3,"GLASTL_ST(t4),1SCO,HL1,DAJIT",37510479G94,2,"26.01.14 2SET 
- JJ=700, HH=2000 -1SET
- JJ=1500, HH=2400 -1SET
재질: 글라스스틸
- 충주입고, 입고연락처 : 유봉진 010-9005-0905
다지트 발주 바랍니다.
출입문조립체 정기심사 진행 자재 
-----------------------------------------------------",1
V960220,37,RLS,2026-01-14,2026-01-14,,,,,,37510487G01CA,HATCH DOOR ASSY,0,"SPCC(t1.6),1SCO,M3F,SIRIM(M'SIA,EI120)",37510487G01,1,"02.20 1EA
말레이시아 공장심사용 자재
현대그린테크 발주 바랍니다.
SPEC: SPCC t1.6 JJ=1100, HH=2200, M3, EI120
종보강 접착제 사용(메일참고)
차열도어이므로 SUPERWOOL 사용 부탁드립니다.(메일참고)
입고처: 현대엘리베이터 충주본사 제2공장
담당자 : 이재홍 매니저(010-4053-7432)",1
V960220,37,RLS,2026-01-14,2026-01-14,,,,,,37510732G91SA,HATCH DOOR ASSY,13,"t1.5, 1SCO, HL1F, 이중구조, SUSHL_304",37510732G91,2,"25.12.02 - 2SET
출입문 조립체 정규심사 자재
재질: SUS304 t1.5
대상 SIZE ----------
HS450L-HL1-4SB-STS-1.5-C-FIRE

JJ=700, HH=2000
JJ=1500, HH=2400

입고: 현대엘리베이터 2공장
담당자 : 유봉진 010-9005-0905
----------------------------------------------------",1
V960220,37,RLS,2026-01-14,2026-01-14,,,,,,HX050036H0100,TOGGLE SWITCH,0,WJT-6210S,HX050036H01,10,"브레이크 테스트 KIT 자재
인증팀 이재훈 앞으로 배송요망",1
V960220,37,RLS,2026-01-14,2026-01-14,,,,,,HX058010H1300,CABLE,0,EVV 0.75SQ x 10C,HX058010H13,20,"인증심사용 케이블

제품 입고 시 품질-인증팀으로 배송바랍니다
이창림 매니저앞으로 전달요망",1
V960220,37,RLS,2026-01-14,2026-01-14,,,,,,LAB109815,DEVELOPMENT COST,0,OPB IP TEST JIG ASSY,28011726G01,1,공단 제출 opb ip test 진행용 자재,1
V960220,37,RLS,2026-01-14,2026-01-14,,,,,,R910000912800,BEARING,2,GF100,R9100009128,1,,1
V960220,37,RLS,2026-01-14,2026-01-14,,,,,,R911000033000,BEARING,2,23220,R9110000330,1,,1
V960220,37,RLS,2026-01-14,2026-01-14,,,,,,VC003831G9300,SUBWEIGHT,2,"SS400,20kg",VC003831G93,4,"- 부품인증 시험용 자재 ...24.11.01 Y.B.KIM
- 삼중티엔씨로 발주할 것
- 충주본사 F02 김영범 매니저(010-4696-1593) 앞으로 입고할 것
- MATERIAL : SS400, WEIGHT : 20kg/EA
- A=845 (35/A-70/35 -> 55/735/55 로 변경), B=170, C=E=125

- 부품인증 시험용 자재 ...24.11.13 Y.B.KIM
- 삼중티엔씨로 발주할 것",1
V960221,1,RLS,2023-01-30,2023-01-30,,,,,,16100466G180A,HATCH DOOR OPER,0,"HL1,1SCOF(방화도어),EN81, INTERLOCK (사급)",16100466G18,4,"다지트 방화인정 시험자재-2SET추가 (예비용)
*다지트 방화인정 시험자재*
JJ=1100
방화인정심사용
행거케이스 규격 : KS D 3506 (t2.0 SGCC)
!!발주 주의!!
발주: 정일 (2 SET)
*검사성적서, 거래명세서 첨부하여 입고할 것*
입고처: 경기도 고양시 일산동구 장진천길 30-1(설문동)
담당자: 정관식(010-8855-3834)",1
V960221,1,RLS,2023-01-30,2023-01-30,,,,,,16100466G280A,HATCH DOOR OPER,0,"HL1,1SCOF(방화도어),EN81, INTERLOCK (사급)",16100466G28,4,"다지트 방화인정 시험자재-2SET추가 (예비용)
*다지트 방화인정 시험자재*
JJ=1500
방화인정심사용
행거케이스 규격 : KS D 3506 (t2.0 SGCC)
!!발주 주의!!
발주: 정일 (2 SET)
*검사성적서, 거래명세서 첨부하여 입고할 것*
입고처: 경기도 고양시 일산동구 장진천길 30-1(설문동)
담당자: 정관식(010-8855-3834)",1
V960221,1,RLS,2023-01-30,2023-01-30,,,,,,36111438G91SB,JAMB,0,"SUSHL_439(t1.2),JP050,1SCO,HL1F",36111438G91,8,"다지트 방화인정 시험자재-4SET추가 (예비용)
JJ=1100,HH=2400  -2SET
JJ=1500,HH=2400  -2SET
*다지트 방화인정 시험자재* (4SET, 각 2SET)
JJ=1100,HH=2400  -2SET
JJ=1500,HH=2400  -2SET
- MATERIAL : t1.2 STSHL 304
- 의장재 원소재 규격 : KS D 3698
- 보강 원소재 규격
  1) 의장재 : KS D 3698 (STS304 )
  2) UPPER SUPPORT : KS D 3501 (t3.2 SPHC)
  3) SIDE REINFORCE : ASTM A1008 CSA (t1.6 SPCC)
  4) LOWER REINFORCE : ASTM A1008 CSA (t1.6 SPCC)
원소재 입고처 : 우성스텐스틸 (요청사항)
발주: 이앤엠 (4 SET)
*검사성적서, 거래명세서 첨부하여 입고할 것*
입고처: 경기도 고양시 일산동구 장진천길 30-1(설문동)
담당자: 정관식(010-8855-3834)",1
