VERSION,HOUID,DOUID,NO,ADDR,SPEC1,CON1,SPEC2,CON2,SPEC3,CON3,SPEC4,CON4,SPEC5,CON5,SPEC6,CON6,SPEC7,CON7,SPEC8,CON8,SPEC9,CON9,SPEC10,CON10,SPEC11,CON11,SPEC12,CON12,SPEC13,CON13,SPEC14,CON14,SPEC15,CON15,SPEC16,CON16,SPEC17,CON17,SPEC18,CON18,SPEC19,CON19,SPEC20,CON20,KEY1,VAL1,KEY2,VAL2,KEY3,VAL3,KEY4,VAL4,KEY5,VAL5,KEY6,VAL6,KEY7,VAL7,KEY8,VAL8,KEY9,VAL9,KEY10,VAL10,KEY11,VAL11,KEY12,VAL12,KEY13,VAL13,KEY14,VAL14,KEY15,VAL15,KEY16,VAL16,KEY17,VAL17,KEY18,VAL18,KEY19,VAL19,KEY20,VAL20,GOTO,REMARKS,SPEC21,CON21,SPEC22,CON22,SPEC23,CON23,SPEC24,CON24,SPEC25,CON25,SPEC26,CON26,SPEC27,CON27,SPEC28,CON28,SPEC29,CON29,SPEC30,CON30
45,1304784,101931699,30,,EL_ABRAND,NEX_MR,EL_ASPSCD,KC01,EL_DREUSE,N,EL_ECWTP,R,,,EL_ETM,",GH25A,GH25B,GH25SA,GH25SB",EL_ACAPA,">=450,<=1200",EL_ASPD,">=60,<=105",EL_ERPW,",2,3,4",EL_EPP,">1200,<=1300",NG550_CS,N,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,C101P013451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PICK3,K10310416G02,,,,,,,,,,,,,,,,,,,,
45,1304784,101931700,31,,EL_ABRAND,NEX_MR,EL_ASPSCD,KC01,EL_DREUSE,N,EL_ECWTP,R,,,EL_ETM,",GH25A,GH25B,GH25SA,GH25SB",EL_ACAPA,">=450,<=1200",EL_ASPD,">=60,<=105",EL_ERPW,",2,3,4",EL_EPP,">1300,<=1400",NG550_CS,N,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,C101P013452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PICK3,K10310416G02,,,,,,,,,,,,,,,,,,,,
45,1304784,101931701,32,,EL_ABRAND,NEX_MR,EL_ASPSCD,KC01,EL_DREUSE,N,EL_ECWTP,R,,,EL_ETM,",GH25A,GH25B,GH25SA,GH25SB",EL_ACAPA,">=450,<=1200",EL_ASPD,">=60,<=105",EL_ERPW,",2,3,4",EL_EPP,">1400,<=1500",NG550_CS,N,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,C101P013453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PICK3,K10310416G02,,,,,,,,,,,,,,,,,,,,
45,1304784,101931702,33,,EL_ABRAND,NEX_MR,EL_ASPSCD,KC01,EL_DREUSE,Y,EL_ECWTP,R,,,EL_ETM,",?GH15S?,?GH25S?",EL_ACAPA,">=450,<=1200",EL_ASPD,">=60,<=105",EL_ERPW,",2,3,4",EL_EPP,">=500,<=600",NG550_CS,N,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,C101P013414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PICK3,K10310416G03,,,,,,,,,,,,,,,,,,,,
45,1304784,101931703,34,,EL_ABRAND,NEX_MR,EL_ASPSCD,KC01,EL_DREUSE,Y,EL_ECWTP,!R,EL_EMFD,90,EL_ETM,",?GH15S?,?GH25S?",EL_ACAPA,">=450,<=1200",EL_ASPD,">=60,<=105",EL_ERPW,",2,3,4",EL_EPP,">=500,<=600",NG550_CS,N,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,C101P013414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PICK3,K10310416G03,,,,,,,,,,,,,,,,,,,,
45,1304784,101931704,35,,EL_ABRAND,NEX_MR,EL_ASPSCD,KC01,EL_DREUSE,Y,EL_ECWTP,R,,,EL_ETM,",?GH15S?,?GH25S?",EL_ACAPA,">=450,<=1200",EL_ASPD,">=60,<=105",EL_ERPW,",2,3,4",EL_EPP,">600,<=700",NG550_CS,N,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,C101P013415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PICK3,K10310416G03,,,,,,,,,,,,,,,,,,,,
45,1304784,101931705,36,,EL_ABRAND,NEX_MR,EL_ASPSCD,KC01,EL_DREUSE,Y,EL_ECWTP,!R,EL_EMFD,90,EL_ETM,",?GH15S?,?GH25S?",EL_ACAPA,">=450,<=1200",EL_ASPD,">=60,<=105",EL_ERPW,",2,3,4",EL_EPP,">600,<=700",NG550_CS,N,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,C101P013415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PICK3,K10310416G03,,,,,,,,,,,,,,,,,,,,
45,1304784,101931706,37,,EL_ABRAND,NEX_MR,EL_ASPSCD,KC01,EL_DREUSE,Y,EL_ECWTP,R,,,EL_ETM,",?GH15S?,?GH25S?",EL_ACAPA,">=450,<=1200",EL_ASPD,">=60,<=105",EL_ERPW,",2,3,4",EL_EPP,">700,<=800",NG550_CS,N,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,C101P013416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PICK3,K10310416G03,,,,,,,,,,,,,,,,,,,,
45,1304784,101931707,38,,EL_ABRAND,NEX_MR,EL_ASPSCD,KC01,EL_DREUSE,Y,EL_ECWTP,!R,EL_EMFD,90,EL_ETM,",?GH15S?,?GH25S?",EL_ACAPA,">=450,<=1200",EL_ASPD,">=60,<=105",EL_ERPW,",2,3,4",EL_EPP,">700,<=800",NG550_CS,N,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,C101P013416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PICK3,K10310416G03,,,,,,,,,,,,,,,,,,,,
45,1304784,101931708,39,,EL_ABRAND,NEX_MR,EL_ASPSCD,KC01,EL_DREUSE,Y,EL_ECWTP,R,,,EL_ETM,",?GH15S?,?GH25S?",EL_ACAPA,">=450,<=1200",EL_ASPD,">=60,<=105",EL_ERPW,",2,3,4",EL_EPP,">800,<=900",NG550_CS,N,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,C101P013417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PICK3,K10310416G03,,,,,,,,,,,,,,,,,,,,
45,1304784,101931709,40,,EL_ABRAND,NEX_MR,EL_ASPSCD,KC01,EL_DREUSE,Y,EL_ECWTP,!R,EL_EMFD,90,EL_ETM,",?GH15S?,?GH25S?",EL_ACAPA,">=450,<=1200",EL_ASPD,">=60,<=105",EL_ERPW,",2,3,4",EL_EPP,">800,<=900",NG550_CS,N,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,C101P013417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PICK3,K10310416G03,,,,,,,,,,,,,,,,,,,,
45,1304784,101931710,41,,EL_ABRAND,NEX_MR,EL_ASPSCD,KC01,EL_DREUSE,Y,EL_ECWTP,R,,,EL_ETM,",?GH15S?,?GH25S?",EL_ACAPA,">=450,<=1200",EL_ASPD,">=60,<=105",EL_ERPW,",2,3,4",EL_EPP,">900,<=1000",NG550_CS,N,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,C101P013418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PICK3,K10310416G03,,,,,,,,,,,,,,,,,,,,
45,1304784,101931711,42,,EL_ABRAND,NEX_MR,EL_ASPSCD,KC01,EL_DREUSE,Y,EL_ECWTP,!R,EL_EMFD,90,EL_ETM,",?GH15S?,?GH25S?",EL_ACAPA,">=450,<=1200",EL_ASPD,">=60,<=105",EL_ERPW,",2,3,4",EL_EPP,">900,<=1000",NG550_CS,N,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,C101P013418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PICK3,K10310416G03,,,,,,,,,,,,,,,,,,,,
45,1304784,101931712,43,,EL_ABRAND,NEX_MR,EL_ASPSCD,KC01,EL_DREUSE,Y,EL_ECWTP,R,,,EL_ETM,",?GH15S?,?GH25S?",EL_ACAPA,">=450,<=1200",EL_ASPD,">=60,<=105",EL_ERPW,",2,3,4",EL_EPP,">1000,<=1100",NG550_CS,N,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,C101P013429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PICK3,K10310416G03,,,,,,,,,,,,,,,,,,,,
45,1304784,101931713,44,,EL_ABRAND,NEX_MR,EL_ASPSCD,KC01,EL_DREUSE,Y,EL_ECWTP,!R,EL_EMFD,90,EL_ETM,",?GH15S?,?GH25S?",EL_ACAPA,">=450,<=1200",EL_ASPD,">=60,<=105",EL_ERPW,",2,3,4",EL_EPP,">1000,<=1100",NG550_CS,N,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,C101P013429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PICK3,K10310416G03,,,,,,,,,,,,,,,,,,,,
45,1304784,101931714,45,,EL_ABRAND,NEX_MR,EL_ASPSCD,KC01,EL_DREUSE,Y,EL_ECWTP,R,,,EL_ETM,",?GH15S?,?GH25S?",EL_ACAPA,">=450,<=1200",EL_ASPD,">=60,<=105",EL_ERPW,",2,3,4",EL_EPP,">1100,<=1200",NG550_CS,N,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,C101P013430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PICK3,K10310416G03,,,,,,,,,,,,,,,,,,,,
45,1304784,101931715,46,,EL_ABRAND,NEX_MR,EL_ASPSCD,KC01,EL_DREUSE,Y,EL_ECWTP,!R,EL_EMFD,90,EL_ETM,",?GH15S?,?GH25S?",EL_ACAPA,">=450,<=1200",EL_ASPD,">=60,<=105",EL_ERPW,",2,3,4",EL_EPP,">1100,<=1200",NG550_CS,N,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,C101P013430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PICK3,K10310416G03,,,,,,,,,,,,,,,,,,,,
45,1304784,101931716,47,,EL_ABRAND,NEX_MR,EL_ASPSCD,KC01,EL_DREUSE,Y,EL_ECWTP,R,,,EL_ETM,",?GH15S?,?GH25S?",EL_ACAPA,">=450,<=1200",EL_ASPD,">=60,<=105",EL_ERPW,",2,3,4",EL_EPP,">1200,<=1300",NG550_CS,N,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,C101P013431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PICK3,K10310416G03,,,,,,,,,,,,,,,,,,,,
45,1304784,101931717,48,,EL_ABRAND,NEX_MR,EL_ASPSCD,KC01,EL_DREUSE,Y,EL_ECWTP,!R,EL_EMFD,90,EL_ETM,",?GH15S?,?GH25S?",EL_ACAPA,">=450,<=1200",EL_ASPD,">=60,<=105",EL_ERPW,",2,3,4",EL_EPP,">1200,<=1300",NG550_CS,N,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,C101P013431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PICK3,K10310416G03,,,,,,,,,,,,,,,,,,,,
45,1304784,101931718,49,,EL_ABRAND,NEX_MR,EL_ASPSCD,KC01,EL_DREUSE,Y,EL_ECWTP,R,,,EL_ETM,",?GH15S?,?GH25S?",EL_ACAPA,">=450,<=1200",EL_ASPD,">=60,<=105",EL_ERPW,",2,3,4",EL_EPP,">1300,<=1400",NG550_CS,N,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,C101P013432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PICK3,K10310416G03,,,,,,,,,,,,,,,,,,,,
45,1304784,101931719,50,,EL_ABRAND,NEX_MR,EL_ASPSCD,KC01,EL_DREUSE,Y,EL_ECWTP,!R,EL_EMFD,90,EL_ETM,",?GH15S?,?GH25S?",EL_ACAPA,">=450,<=1200",EL_ASPD,">=60,<=105",EL_ERPW,",2,3,4",EL_EPP,">1300,<=1400",NG550_CS,N,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,C101P013432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PICK3,K10310416G03,,,,,,,,,,,,,,,,,,,,
45,1304784,101931720,51,,EL_ABRAND,NEX_MR,EL_ASPSCD,KC01,EL_DREUSE,Y,EL_ECWTP,R,,,EL_ETM,",?GH15S?,?GH25S?",EL_ACAPA,">=450,<=1200",EL_ASPD,">=60,<=105",EL_ERPW,",2,3,4",EL_EPP,">1400,<=1500",NG550_CS,N,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,C101P013433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PICK3,K10310416G03,,,,,,,,,,,,,,,,,,,,
45,1304784,101931721,52,,EL_ABRAND,NEX_MR,EL_ASPSCD,KC01,EL_DREUSE,Y,EL_ECWTP,!R,EL_EMFD,90,EL_ETM,",?GH15S?,?GH25S?",EL_ACAPA,">=450,<=1200",EL_ASPD,">=60,<=105",EL_ERPW,",2,3,4",EL_EPP,">1400,<=1500",NG550_CS,N,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,C101P013433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PICK3,K10310416G03,,,,,,,,,,,,,,,,,,,,
45,1304784,101931722,53,,EL_ABRAND,NEX_MR,EL_ASPSCD,KC01,EL_DREUSE,Y,EL_ECWTP,!R,EL_EMFD,",SL,SR",EL_ERPW,",2,4",EL_ETM,",?GH15S?,?GH25S?",EL_ACAPA,">=450,<=1200",EL_ASPD,">=60,<=105",EL_EPP,">=500,<=600",NG550_CS,N,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,C101P013419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PICK3,K10310416G04,,,,,,,,,,,,,,,,,,,,
45,1304784,101931723,54,,EL_ABRAND,NEX_MR,EL_ASPSCD,KC01,EL_DREUSE,Y,EL_ECWTP,!R,EL_EMFD,",SL,SR",EL_ERPW,",2,4",EL_ETM,",?GH15S?,?GH25S?",EL_ACAPA,">=450,<=1200",EL_ASPD,">=60,<=105",EL_EPP,">600,<=700",NG550_CS,N,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,C101P013420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PICK3,K10310416G04,,,,,,,,,,,,,,,,,,,,
45,1304784,101931724,55,,EL_ABRAND,NEX_MR,EL_ASPSCD,KC01,EL_DREUSE,Y,EL_ECWTP,!R,EL_EMFD,",SL,SR",EL_ERPW,",2,4",EL_ETM,",?GH15S?,?GH25S?",EL_ACAPA,">=450,<=1200",EL_ASPD,">=60,<=105",EL_EPP,">700,<=800",NG550_CS,N,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,C101P013421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PICK3,K10310416G04,,,,,,,,,,,,,,,,,,,,
45,1304784,101931725,56,,EL_ABRAND,NEX_MR,EL_ASPSCD,KC01,EL_DREUSE,Y,EL_ECWTP,!R,EL_EMFD,",SL,SR",EL_ERPW,",2,4",EL_ETM,",?GH15S?,?GH25S?",EL_ACAPA,">=450,<=1200",EL_ASPD,">=60,<=105",EL_EPP,">800,<=900",NG550_CS,N,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,C101P013422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PICK3,K10310416G04,,,,,,,,,,,,,,,,,,,,
45,1304784,101931726,57,,EL_ABRAND,NEX_MR,EL_ASPSCD,KC01,EL_DREUSE,Y,EL_ECWTP,!R,EL_EMFD,",SL,SR",EL_ERPW,",2,4",EL_ETM,",?GH15S?,?GH25S?",EL_ACAPA,">=450,<=1200",EL_ASPD,">=60,<=105",EL_EPP,">900,<=1000",NG550_CS,N,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,C101P013423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PICK3,K10310416G04,,,,,,,,,,,,,,,,,,,,
45,1304784,101931727,58,,EL_ABRAND,NEX_MR,EL_ASPSCD,KC01,EL_DREUSE,Y,EL_ECWTP,!R,EL_EMFD,",SL,SR",EL_ERPW,",2,4",EL_ETM,",?GH15S?,?GH25S?",EL_ACAPA,">=450,<=1200",EL_ASPD,">=60,<=105",EL_EPP,">1000,<=1100",NG550_CS,N,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,C101P013434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PICK3,K10310416G04,,,,,,,,,,,,,,,,,,,,
45,1304784,101931728,59,,EL_ABRAND,NEX_MR,EL_ASPSCD,KC01,EL_DREUSE,Y,EL_ECWTP,!R,EL_EMFD,",SL,SR",EL_ERPW,",2,4",EL_ETM,",?GH15S?,?GH25S?",EL_ACAPA,">=450,<=1200",EL_ASPD,">=60,<=105",EL_EPP,">1100,<=1200",NG550_CS,N,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,C101P013435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PICK3,K10310416G04,,,,,,,,,,,,,,,,,,,,
45,1304784,101931729,60,,EL_ABRAND,NEX_MR,EL_ASPSCD,KC01,EL_DREUSE,Y,EL_ECWTP,!R,EL_EMFD,",SL,SR",EL_ERPW,",2,4",EL_ETM,",?GH15S?,?GH25S?",EL_ACAPA,">=450,<=1200",EL_ASPD,">=60,<=105",EL_EPP,">1200,<=1300",NG550_CS,N,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,C101P013436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PICK3,K10310416G04,,,,,,,,,,,,,,,,,,,,
45,1304784,101931730,61,,EL_ABRAND,NEX_MR,EL_ASPSCD,KC01,EL_DREUSE,Y,EL_ECWTP,!R,EL_EMFD,",SL,SR",EL_ERPW,",2,4",EL_ETM,",?GH15S?,?GH25S?",EL_ACAPA,">=450,<=1200",EL_ASPD,">=60,<=105",EL_EPP,">1300,<=1400",NG550_CS,N,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,C101P013437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PICK3,K10310416G04,,,,,,,,,,,,,,,,,,,,
45,1304784,101931731,62,,EL_ABRAND,NEX_MR,EL_ASPSCD,KC01,EL_DREUSE,Y,EL_ECWTP,!R,EL_EMFD,",SL,SR",EL_ERPW,",2,4",EL_ETM,",?GH15S?,?GH25S?",EL_ACAPA,">=450,<=1200",EL_ASPD,">=60,<=105",EL_EPP,">1400,<=1500",NG550_CS,N,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,C101P013438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PICK3,K10310416G04,,,,,,,,,,,,,,,,,,,,
45,1304784,101931732,63,,EL_ABRAND,NEX_MR,EL_ASPSCD,KC01,EL_DREUSE,Y,EL_ECWTP,!R,EL_EMFD,",SL,SR",EL_ERPW,3,EL_ETM,",?GH15S?,?GH25S?",EL_ACAPA,">=450,<=1200",EL_ASPD,">=60,<=105",EL_EPP,">=500,<=600",NG550_CS,N,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,C101P013424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PICK3,K10310416G05,,,,,,,,,,,,,,,,,,,,
45,1304784,101931733,64,,EL_ABRAND,NEX_MR,EL_ASPSCD,KC01,EL_DREUSE,Y,EL_ECWTP,!R,EL_EMFD,",SL,SR",EL_ERPW,3,EL_ETM,",?GH15S?,?GH25S?",EL_ACAPA,">=450,<=1200",EL_ASPD,">=60,<=105",EL_EPP,">600,<=700",NG550_CS,N,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,C101P013425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PICK3,K10310416G05,,,,,,,,,,,,,,,,,,,,
45,1304784,101931734,65,,EL_ABRAND,NEX_MR,EL_ASPSCD,KC01,EL_DREUSE,Y,EL_ECWTP,!R,EL_EMFD,",SL,SR",EL_ERPW,3,EL_ETM,",?GH15S?,?GH25S?",EL_ACAPA,">=450,<=1200",EL_ASPD,">=60,<=105",EL_EPP,">700,<=800",NG550_CS,N,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,C101P013426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PICK3,K10310416G05,,,,,,,,,,,,,,,,,,,,
45,1304784,101931735,66,,EL_ABRAND,NEX_MR,EL_ASPSCD,KC01,EL_DREUSE,Y,EL_ECWTP,!R,EL_EMFD,",SL,SR",EL_ERPW,3,EL_ETM,",?GH15S?,?GH25S?",EL_ACAPA,">=450,<=1200",EL_ASPD,">=60,<=105",EL_EPP,">800,<=900",NG550_CS,N,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,C101P013427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PICK3,K10310416G05,,,,,,,,,,,,,,,,,,,,
45,1304784,101931736,67,,EL_ABRAND,NEX_MR,EL_ASPSCD,KC01,EL_DREUSE,Y,EL_ECWTP,!R,EL_EMFD,",SL,SR",EL_ERPW,3,EL_ETM,",?GH15S?,?GH25S?",EL_ACAPA,">=450,<=1200",EL_ASPD,">=60,<=105",EL_EPP,">900,<=1000",NG550_CS,N,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,C101P013428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PICK3,K10310416G05,,,,,,,,,,,,,,,,,,,,
45,1304784,101931737,68,,EL_ABRAND,NEX_MR,EL_ASPSCD,KC01,EL_DREUSE,Y,EL_ECWTP,!R,EL_EMFD,",SL,SR",EL_ERPW,3,EL_ETM,",?GH15S?,?GH25S?",EL_ACAPA,">=450,<=1200",EL_ASPD,">=60,<=105",EL_EPP,">1000,<=1100",NG550_CS,N,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,C101P013439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PICK3,K10310416G05,,,,,,,,,,,,,,,,,,,,
45,1304784,101931738,69,,EL_ABRAND,NEX_MR,EL_ASPSCD,KC01,EL_DREUSE,Y,EL_ECWTP,!R,EL_EMFD,",SL,SR",EL_ERPW,3,EL_ETM,",?GH15S?,?GH25S?",EL_ACAPA,">=450,<=1200",EL_ASPD,">=60,<=105",EL_EPP,">1100,<=1200",NG550_CS,N,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,C101P013440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PICK3,K10310416G05,,,,,,,,,,,,,,,,,,,,
45,1304784,101931739,70,,EL_ABRAND,NEX_MR,EL_ASPSCD,KC01,EL_DREUSE,Y,EL_ECWTP,!R,EL_EMFD,",SL,SR",EL_ERPW,3,EL_ETM,",?GH15S?,?GH25S?",EL_ACAPA,">=450,<=1200",EL_ASPD,">=60,<=105",EL_EPP,">1200,<=1300",NG550_CS,N,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,C101P013441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PICK3,K10310416G05,,,,,,,,,,,,,,,,,,,,
45,1304784,101931740,71,,EL_ABRAND,NEX_MR,EL_ASPSCD,KC01,EL_DREUSE,Y,EL_ECWTP,!R,EL_EMFD,",SL,SR",EL_ERPW,3,EL_ETM,",?GH15S?,?GH25S?",EL_ACAPA,">=450,<=1200",EL_ASPD,">=60,<=105",EL_EPP,">1300,<=1400",NG550_CS,N,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,C101P013442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PICK3,K10310416G05,,,,,,,,,,,,,,,,,,,,
45,1304784,101931741,72,,EL_ABRAND,NEX_MR,EL_ASPSCD,KC01,EL_DREUSE,Y,EL_ECWTP,!R,EL_EMFD,",SL,SR",EL_ERPW,3,EL_ETM,",?GH15S?,?GH25S?",EL_ACAPA,">=450,<=1200",EL_ASPD,">=60,<=105",EL_EPP,">1400,<=1500",NG550_CS,N,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,C101P013443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PICK3,K10310416G05,,,,,,,,,,,,,,,,,,,,
45,1304784,101931742,73,,EL_ABRAND,NEX_MR,EL_ASPSCD,KC01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PICK3,,,,,,,,,,,,,,,,,,,,,
45,1304784,101931743,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,1304784,101931744,75,,EL_ATYP,GTLX,EL_ETM,",GH15A,GH15B,GH25C,GH25D,GH15SA,GH15SB,GH25SC,GH25SD",EL_DREUSE,N,EL_ECWTP,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,10310416G010A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,1304784,101931745,76,,EL_ATYP,GTLX,EL_ETM,",GH25A,GH25B,GH25E,GH25SA,GH25SB",EL_DREUSE,N,EL_ECWTP,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,10310416G020A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,1304784,101931746,77,,EL_ATYP,GTLX,EL_ETM,",?GH15?,?GH25?,?GH15S?,?GH25S?",EL_DREUSE,Y,EL_ECWTP,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,10310416G030A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,1304784,101931747,78,,EL_ATYP,GTLX,EL_ETM,",?GH15?,?GH25?,?GH15S?,?GH25S?",EL_DREUSE,Y,EL_ECWTP,!R,EL_EMFD,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,10310416G030A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,1304784,101931748,79,,EL_ATYP,GTLX,EL_ETM,",?GH15?,?GH25?,?GH15S?,?GH25S?",EL_DREUSE,Y,EL_ECWTP,!R,EL_EMFD,",SL,SR",EL_ERPW,",2,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,10310416G040A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,1304784,101931749,80,,EL_ATYP,GTLX,EL_ETM,",?GH15?,?GH25?,?GH15S?,?GH25S?",EL_DREUSE,Y,EL_ECWTP,!R,EL_EMFD,",SL,SR",EL_ERPW,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL_PA103A03_2,10310416G050A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
